Age,EdLevel,Employment,YearsOfExperience,Income
43,2,1,19,31300
23,1,1,2,12700
20,1,0.5,0,10150
47,1,1,22,34700
24,1,1,2,13200
24,2,1,5,14800
39,1,1,16,27700
24,1,1,3,13700
34,1,1,12,23200
24,1,1,4,14200
59,2,1,20,39800
28,1,1,5,16700
33,1,1,13,23200
24,1,1,3,13700
38,2,1,18,28300
24,1,1,5,14700
30,1,1,11,20700
20,1,0.5,0,10150
36,2,1,12,24300
55,1,1,3,29200
29,2,1,1,15300
43,1,0.5,0,21650
20,1,0.5,0,10150
29,2,1,4,16800
42,1,1,24,33200
23,1,1,1,12200
30,2,1,7,18800
40,3,1,16,28400
20,1,0.5,0,10150
43,1,1,17,30200
27,2,1,2,14800
29,2,1,3,16300
28,2,1,1,14800
25,2,1,0,12800
30,1,1,10,20200
31,2,1,8,19800
34,1,1,9,21700
42,1,1,9,25700
32,1,1,12,22200
32,2,1,12,22300
48,1,1,27,37700
24,1,1,4,14200
28,1,1,6,17200
32,2,1,5,18800
28,1,1,8,18200
25,1,1,4,14700
56,2,1,20,38300
58,2,1,35,46800
30,1,1,11,20700
33,2,1,9,21300
25,2,1,6,15800
28,2,1,5,16800
25,1,1,2,13700
27,2,1,6,16800
47,1,1,23,35200
46,1,1,26,36200
23,1,1,1,12200
48,1,1,20,34200
24,2,1,2,13300
38,1,1,20,29200
24,1,1,4,14200
45,1,1,27,36200
31,2,1,3,17300
33,1,1,2,17700
30,2,1,7,18800
33,2,1,6,19800
21,1,1,1,11200
26,2,1,2,14300
36,1,1,10,23200
27,1,1,5,16200
27,1,1,8,17700
23,2,1,4,13800
21,1,1,1,11200
30,2,1,8,19300
39,3,1,14,26900
34,2,1,8,21300
51,2,1,25,38300
26,1,1,7,16700
36,2,1,12,24300
29,2,1,6,17800
38,1,1,11,24700
47,2,1,22,34800
31,2,1,7,19300
28,2,1,6,17300
25,2,1,3,14300
34,2,1,16,25300
28,1,1,2,15200
32,2,1,7,19800
39,1,1,18,28700
35,1,1,12,23700
36,1,1,9,22700
36,1,1,15,25700
23,1,1,2,12700
32,2,1,7,19800
37,3,1,10,23900
36,2,1,5,20800
35,1,1,11,23200
34,1,1,11,22700
33,1,1,5,19200
79,3,1,50,64900
34,1,1,5,19700
45,2,1,22,33800
36,2,1,8,22300
49,1,1,10,29700
31,2,1,7,19300
42,2,1,22,32300
44,2,1,20,32300
35,2,1,17,26300
32,2,1,10,21300
31,2,1,7,19300
24,1,1,4,14200
31,2,1,8,19800
49,1,1,26,37700
22,1,1,2,12200
33,1,1,7,20200
30,2,1,3,16800
30,2,1,10,20300
279,1,1,3,141200
34,1,1,3,18700
27,2,1,3,15300
28,1,1,9,18700
35,2,1,12,23800
29,2,1,7,18300
59,1,1,33,46200
40,3,1,20,30400
38,1,1,14,26200
27,2,1,8,17800
32,1,0,0,16100
35,1,1,14,24700
28,1,1,12,20200
36,2,1,12,24300
73,2,1,20,46800
24,1,1,3,13700
32,1,1,10,21200
32,2,1,8,20300
26,2,1,0,13300
27,2,1,2,14800
26,1,1,2,14200
48,2,1,20,34300
34,1,1,12,23200
37,1,1,15,26200
30,1,1,0,15200
44,1,1,20,32200
29,1,1,8,18700
39,2,1,11,25300
28,1,1,6,17200
33,1,1,2,17700
32,1,1,7,19700
34,1,1,12,23200
25,1,1,3,14200
40,2,1,15,27800
26,2,1,2,14300
34,2,1,11,22800
28,2,1,5,16800
25,1,1,2,13700
39,2,1,16,27800
29,1,1,8,18700
32,1,1,11,21700
23,1,1,1,12200
35,2,1,12,23800
24,1,1,3,13700
50,1,1,10,30200
24,1,1,3,13700
39,2,1,14,26800
24,1,1,4,14200
37,2,1,20,28800
38,3,1,11,24900
26,1,1,0,13200
43,1,1,19,31200
22,1,0,0,11100
29,2,1,6,17800
30,2,1,7,18800
41,2,1,15,28300
40,1,1,0,20200
63,1,1,41,52200
36,1,1,12,24200
31,1,1,9,20200
38,2,1,15,26800
26,2,1,0,13300
42,2,1,20,31300
28,2,1,5,16800
23,2,1,3,13300
40,2,1,15,27800
35,2,1,10,22800
35,2,1,10,22800
39,1,1,19,29200
32,1,1,12,22200
25,2,1,3,14300
38,1,1,15,26700
40,1,1,0,20200
44,2,1,20,32300
30,2,1,6,18300
32,1,1,10,21200
32,1,1,9,20700
28,1,1,5,16700
39,2,1,12,25800
55,1,1,22,38700
31,1,1,7,19200
27,2,1,5,16300
25,1,0.5,0,12650
28,1,1,4,16200
25,1,1,5,15200
31,2,1,2,16800
35,1,1,3,19200
25,1,0,0,12600
29,1,1,6,17700
28,1,1,8,18200
24,2,1,4,14300
31,1,1,3,17200
26,2,1,3,14800
27,2,1,6,16800
23,1,0,0,11600
30,2,1,0,15300
22,1,1,2,12200
28,1,1,3,15700
27,1,1,3,15200
34,3,1,7,20900
36,2,1,13,24800
27,1,1,6,16700
27,1,1,4,15700
37,1,1,15,26200
38,2,1,21,29800
46,1,1,25,35700
25,2,1,3,14300
27,1,1,5,16200
24,1,1,3,13700
29,1,1,5,17200
31,2,1,4,17800
23,1,1,5,14200
31,2,1,6,18800
29,1,1,5,17200
28,1,1,6,17200
28,1,1,4,16200
34,1,0,0,17100
34,1,1,13,23700
28,3,1,3,15900
29,2,1,7,18300
22,1,1,0,11200
36,2,1,12,24300
48,1,1,22,35200
52,1,1,40,46200
24,2,1,0,12300
48,2,1,10,29300
29,1,1,7,18200
26,1,1,4,15200
25,1,1,4,14700
36,2,1,5,20800
32,2,1,3,17800
48,3,1,30,39400
34,1,1,7,20700
53,2,1,28,40800
28,2,1,7,17800
24,1,1,2,13200
39,2,1,17,28300
30,2,1,2,16300
24,2,1,2,13300
37,1,1,7,22200
53,1,1,30,41700
37,2,1,10,23800
31,1,1,8,19700
34,2,1,7,20800
23,2,1,1,12300
43,1,1,20,31700
37,1,1,12,24700
25,1,1,3,14200
25,2,1,4,14800
46,1,1,20,33200
26,2,1,2,14300
33,1,1,5,19200
34,2,1,11,22800
25,1,1,3,14200
35,1,1,9,22200
26,1,1,2,14200
36,1,1,12,24200
25,1,1,2,13700
29,1,1,7,18200
27,2,1,4,15800
32,1,1,6,19200
23,1,1,3,13200
29,1,1,3,16200
27,2,1,5,16300
30,3,1,5,17900
27,1,1,5,16200
23,1,1,1,12200
31,1,1,11,21200
27,1,1,5,16200
30,1,1,9,19700
30,2,1,2,16300
29,1,1,7,18200
38,1,1,3,20700
26,1,1,3,14700
28,2,1,2,15300
38,1,1,20,29200
29,1,1,9,19200
27,1,1,6,16700
31,1,1,9,20200
28,1,1,0,14200
29,2,1,7,18300
27,1,1,5,16200
52,2,1,28,40300
40,2,1,17,28800
25,1,1,4,14700
24,1,1,2,13200
37,1,1,18,27700
23,1,1,1,12200
26,2,1,4,15300
39,1,1,0,19700
27,2,1,4,15800
29,1,1,6,17700
29,1,1,6,17700
64,2,1,42,53300
36,3,1,15,25900
22,1,0.5,0,11150
26,1,1,3,14700
29,2,0.5,0,14750
26,1,1,3,14700
46,1,1,0,23200
34,2,1,15,24800
50,1,1,35,42700
26,2,0.5,0,13250
27,1,1,5,16200
29,1,0.5,0,14650
28,1,1,2,15200
25,1,1,5,15200
29,2,1,0,14800
38,3,1,1,19900
29,1,1,3,16200
30,1,1,3,16700
25,1,1,3,14200
33,3,0,0,16800
32,1,1,6,19200
31,1,1,7,19200
40,2,1,15,27800
27,1,1,7,17200
26,1,1,3,14700
20,1,0.5,0,10150
37,2,1,11,24300
30,2,1,8,19300
31,1,1,10,20700
36,1,1,12,24200
32,2,1,5,18800
23,1,1,2,12700
22,1,0,0,11100
25,1,1,4,14700
25,2,1,2,13800
38,1,1,15,26700
27,1,1,5,16200
23,1,1,0,11700
36,1,1,12,24200
39,2,1,15,27300
30,1,1,6,18200
31,2,1,9,20300
94,1,0,0,47100
44,3,1,2,23400
28,1,1,0,14200
32,1,1,7,19700
22,1,1,1,11700
32,2,1,10,21300
34,1,1,9,21700
31,2,1,0,15800
41,2,1,18,29800
22,2,0.5,0,11250
25,1,1,3,14200
34,1,1,7,20700
37,2,1,8,22800
28,2,1,8,18300
51,3,1,22,36900
28,2,1,4,16300
39,1,1,17,28200
24,1,0,0,12100
36,1,1,14,25200
26,2,1,3,14800
30,2,1,3,16800
24,1,1,3,13700
65,3,0,0,32800
31,2,1,7,19300
37,2,1,15,26300
28,1,1,1,14700
40,1,1,10,25200
22,2,1,0,11300
23,2,0.5,0,11750
58,1,1,35,46700
23,1,1,3,13200
26,1,1,4,15200
26,1,1,4,15200
53,1,1,20,36700
37,2,1,3,20300
39,2,1,13,26300
26,2,1,3,14800
41,1,1,3,22200
38,2,1,13,25800
28,1,1,9,18700
25,1,1,4,14700
33,2,1,10,21800
23,1,0,0,11600
34,2,1,12,23300
33,2,1,8,20800
29,1,1,3,16200
29,2,1,8,18800
37,2,1,11,24300
29,2,1,5,17300
23,1,0.5,0,11650
43,1,1,17,30200
26,1,1,3,14700
40,2,1,10,25300
29,1,1,6,17700
32,1,1,12,22200
43,3,1,7,25400
44,2,1,25,34800
24,1,1,1,12700
27,2,1,0,13800
24,1,0,0,12100
32,2,1,10,21300
27,1,0.5,0,13650
31,1,1,4,17700
24,1,1,5,14700
36,2,1,12,24300
31,1,1,8,19700
26,1,1,3,14700
24,2,1,3,13800
42,2,1,16,29300
27,2,1,3,15300
27,1,1,4,15700
47,2,1,26,36800
27,1,1,2,14700
29,3,0.5,0,14850
46,3,1,15,30900
23,1,1,4,13700
35,3,1,8,21900
29,2,1,1,15300
35,2,1,5,20300
26,1,1,6,16200
35,1,1,8,21700
39,2,1,19,29300
44,1,1,20,32200
31,1,1,3,17200
29,1,1,7,18200
23,1,1,4,13700
49,3,1,23,36400
30,1,1,5,17700
37,1,1,5,21200
26,1,1,6,16200
28,1,1,4,16200
50,1,1,30,40200
30,1,1,8,19200
24,2,1,1,12800
29,2,1,8,18800
33,2,1,14,23800
51,1,1,30,40700
22,1,1,9,15700
33,2,1,15,24300
24,1,0.5,0,12150
31,2,1,11,21300
29,2,1,10,19800
32,2,1,4,18300
23,2,1,0,11800
32,2,1,10,21300
26,1,0.5,0,13150
62,1,1,42,52200
51,1,1,18,34700
29,2,1,10,19800
26,1,1,5,15700
31,1,1,10,20700
31,1,1,9,20200
39,3,1,5,22400
38,2,1,17,27800
29,1,1,6,17700
26,1,1,2,14200
22,2,0.5,0,11250
28,1,1,10,19200
24,1,1,3,13700
30,1,1,8,19200
25,1,1,3,14200
23,2,0.5,0,11750
22,1,1,2,12200
40,2,1,13,26800
46,2,1,22,34300
31,1,1,8,19700
60,1,1,0,30200
46,2,1,24,35300
25,1,1,2,13700
29,1,1,3,16200
31,1,1,8,19700
31,2,1,12,21800
31,1,1,6,18700
28,1,0,0,14100
28,1,1,4,16200
24,1,1,1,12700
24,1,1,0,12200
27,1,1,8,17700
41,2,1,18,29800
24,1,0.5,0,12150
27,2,1,4,15800
25,1,1,4,14700
49,2,1,26,37800
22,1,1,2,12200
45,2,1,22,33800
26,1,1,2,14200
24,1,1,2,13200
25,1,0.5,0,12650
48,2,1,30,39300
33,1,1,2,17700
31,1,1,0,15700
32,2,1,3,17800
22,1,0.5,0,11150
30,2,1,7,18800
43,3,1,17,30400
27,1,1,4,15700
61,1,1,37,49200
31,1,1,10,20700
22,1,1,1,11700
57,1,1,32,44700
24,1,1,5,14700
21,1,1,0,10700
27,1,1,5,16200
31,2,1,8,19800
39,3,1,18,28900
25,1,0,0,12600
27,1,1,3,15200
43,1,1,0,21700
57,3,1,34,45900
27,1,1,4,15700
28,2,1,3,15800
32,1,1,10,21200
29,2,1,1,15300
25,1,1,1,13200
19,1,0.5,0,9650
35,1,1,10,22700
25,1,1,5,15200
47,2,1,25,36300
27,2,1,1,14300
21,1,0.5,0,10650
32,1,1,3,17700
27,1,1,3,15200
26,1,1,5,15700
22,1,1,2,12200
30,1,1,4,17200
25,1,1,4,14700
32,2,1,2,17300
27,1,1,5,16200
32,1,1,6,19200
32,1,1,9,20700
29,1,1,1,15200
35,1,1,12,23700
38,1,1,18,28200
29,1,1,6,17700
42,1,1,21,31700
32,2,1,18,25300
28,2,1,4,16300
28,1,1,7,17700
33,3,1,3,18400
21,1,1,0,10700
30,2,1,7,18800
25,1,1,1,13200
25,2,1,2,13800
26,1,1,0,13200
35,1,1,7,21200
45,1,1,23,34200
45,1,1,25,35200
25,1,0.5,0,12650
36,1,1,21,28700
27,1,1,8,17700
31,2,1,7,19300
23,2,1,1,12300
38,1,1,12,25200
35,1,1,10,22700
23,1,1,2,12700
32,1,1,10,21200
36,1,1,4,20200
48,3,1,6,27400
30,1,1,8,19200
39,3,1,15,27400
32,1,1,11,21700
63,2,1,26,44800
29,1,1,5,17200
79,1,0,0,39600
39,1,1,21,30200
22,1,0.5,0,11150
23,2,1,0,11800
42,1,1,21,31700
29,1,1,9,19200
35,2,1,13,24300
27,1,1,6,16700
48,2,1,22,35300
33,2,1,11,22300
24,1,0.5,0,12150
35,1,1,7,21200
21,1,1,2,11700
33,1,1,12,22700
37,1,1,10,23700
26,1,1,4,15200
29,1,1,3,16200
48,1,1,22,35200
26,2,1,2,14300
31,1,1,9,20200
40,2,1,24,32300
23,1,0.5,0,11650
30,1,1,8,19200
30,2,1,7,18800
24,1,1,3,13700
29,1,1,5,17200
32,2,1,2,17300
32,1,1,2,17200
28,1,1,6,17200
31,2,1,1,16300
24,1,1,5,14700
25,2,1,5,15300
40,1,1,16,28200
49,1,1,23,36200
67,2,0,0,33700
29,2,1,10,19800
27,3,1,11,19400
29,1,1,1,15200
33,2,1,8,20800
25,1,0.5,0,12650
51,2,1,33,42300
35,2,1,15,25300
37,1,1,13,25200
25,1,1,0,12700
32,1,1,10,21200
18,1,1,2,10200
39,2,1,20,29800
31,1,1,3,17200
25,1,1,4,14700
51,2,1,25,38300
29,1,1,3,16200
33,2,1,7,20300
31,1,1,6,18700
22,1,1,0,11200
30,1,1,8,19200
28,2,1,3,15800
47,2,1,20,33800
33,1,1,10,21700
23,1,1,1,12200
28,1,1,7,17700
43,2,1,20,31800
31,1,1,10,20700
33,1,1,10,21700
30,1,1,4,17200
33,1,1,4,18700
29,2,1,2,15800
40,2,1,17,28800
27,1,1,3,15200
37,1,1,16,26700
39,1,1,12,25700
30,1,1,7,18700
29,1,1,9,19200
36,1,1,16,26200
28,2,1,4,16300
22,1,1,2,12200
50,3,1,13,31900
46,1,1,23,34700
32,2,1,10,21300
25,2,1,4,14800
30,1,1,1,15700
51,2,1,19,35300
32,2,1,11,21800
30,1,1,7,18700
29,2,1,6,17800
28,2,1,5,16800
30,1,1,8,19200
30,1,1,10,20200
30,2,1,7,18800
48,2,1,23,35800
33,1,1,10,21700
27,1,1,5,16200
30,2,1,6,18300
25,1,0.5,0,12650
26,1,0.5,0,13150
27,2,1,0,13800
63,2,1,38,50800
22,1,1,1,11700
53,1,1,23,38200
29,1,1,6,17700
27,1,1,3,15200
32,3,1,3,17900
22,2,0.5,0,11250
26,1,0.5,0,13150
25,1,1,3,14200
48,2,1,25,36800
36,1,1,9,22700
36,2,1,13,24800
28,1,1,5,16700
20,1,1,0,10200
22,1,0.5,0,11150
30,2,1,5,17800
23,1,1,2,12700
22,1,1,1,11700
31,2,1,2,16800
72,1,1,44,58200
23,1,1,3,13200
23,1,1,0,11700
37,2,1,15,26300
31,1,1,10,20700
46,3,1,14,30400
24,2,1,2,13300
28,2,1,3,15800
20,1,0.5,0,10150
33,1,1,8,20700
26,1,1,2,14200
22,1,1,2,12200
29,1,1,5,17200
63,1,1,30,46700
48,1,1,26,37200
24,1,1,3,13700
36,2,1,1,18800
33,2,0,0,16700
29,1,1,4,16700
51,2,1,23,37300
36,1,1,0,18200
50,2,1,33,41800
32,2,1,8,20300
36,1,1,14,25200
21,1,1,1,11200
27,1,1,5,16200
26,1,0.5,0,13150
30,1,1,2,16200
30,2,1,0,15300
27,2,1,2,14800
26,2,1,3,14800
42,2,1,24,33300
50,2,1,18,34300
39,2,1,16,27800
32,1,1,1,16700
39,1,1,12,25700
34,2,1,10,22300
35,2,1,8,21800
29,3,1,4,16900
28,2,1,6,17300
27,2,1,2,14800
52,1,1,25,38700
27,1,1,6,16700
44,1,1,4,24200
25,1,1,6,15700
44,1,1,20,32200
26,2,1,2,14300
25,1,1,1,13200
30,1,1,4,17200
23,2,0,0,11700
35,1,1,10,22700
23,1,1,4,13700
24,1,1,2,13200
37,2,1,10,23800
36,1,1,8,22200
32,2,1,4,18300
41,1,1,9,25200
35,2,1,12,23800
26,1,1,4,15200
37,2,1,10,23800
24,1,1,4,14200
43,2,1,23,33300
31,1,1,10,20700
34,1,1,11,22700
31,2,1,6,18800
24,2,1,1,12800
29,2,1,5,17300
27,1,1,6,16700
35,2,1,9,22300
37,1,1,15,26200
35,1,1,13,24200
21,1,1,2,11700
29,1,1,11,20200
25,1,1,3,14200
26,1,1,4,15200
22,1,1,2,12200
28,2,1,3,15800
43,2,1,0,21800
23,1,1,0,11700
38,3,1,5,21900
25,1,1,2,13700
36,1,1,26,31200
36,1,1,10,23200
40,2,1,15,27800
24,1,1,4,14200
24,1,1,0,12200
26,1,1,1,13700
25,2,1,1,13300
35,1,1,7,21200
25,2,1,2,13800
29,1,1,4,16700
31,2,1,8,19800
28,2,1,3,15800
24,1,1,3,13700
36,1,1,10,23200
34,1,1,2,18200
25,1,1,4,14700
35,1,1,11,23200
38,1,1,13,25700
28,2,1,5,16800
33,1,1,6,19700
25,2,1,2,13800
28,2,1,2,15300
58,2,1,21,39800
24,1,1,0,12200
41,1,1,13,27200
24,1,1,4,14200
37,1,1,16,26700
44,2,1,10,27300
24,1,1,2,13200
30,1,1,6,18200
23,1,1,3,13200
26,1,1,10,18200
23,1,1,1,12200
38,1,1,15,26700
39,2,1,17,28300
29,1,1,8,18700
34,1,1,4,19200
25,1,1,3,14200
29,1,1,6,17700
34,2,1,9,21800
35,1,1,14,24700
23,1,0.5,0,11650
37,2,0,0,18700
35,1,1,8,21700
63,1,1,40,51700
35,1,1,9,22200
24,1,1,3,13700
43,2,1,23,33300
23,1,1,4,13700
52,1,1,31,41700
20,1,0.5,0,10150
33,3,1,7,20400
28,1,1,5,16700
30,1,1,6,18200
21,1,1,1,11200
26,1,1,2,14200
54,1,1,32,43200
30,2,1,6,18300
36,1,1,11,23700
33,1,1,11,22200
30,2,1,0,15300
25,1,1,4,14700
35,1,1,10,22700
24,1,0.5,0,12150
60,1,1,39,49700
36,2,1,15,25800
27,1,1,5,16200
33,3,1,3,18400
29,1,1,5,17200
32,2,1,8,20300
29,1,1,3,16200
28,1,1,7,17700
23,1,1,2,12700
35,2,1,10,22800
28,1,1,3,15700
24,1,1,2,13200
25,1,1,3,14200
27,1,1,3,15200
27,2,1,2,14800
22,1,1,1,11700
30,2,1,4,17300
62,1,1,40,51200
29,1,1,6,17700
36,2,1,14,25300
43,1,1,15,29200
29,1,1,5,17200
25,2,1,1,13300
28,1,1,3,15700
45,2,1,17,31300
28,1,1,11,19700
31,2,1,9,20300
29,2,1,6,17800
29,2,1,3,16300
25,1,1,3,14200
35,1,1,1,18200
46,1,1,15,30700
24,2,0.5,0,12250
24,1,1,1,12700
25,1,1,4,14700
25,1,1,0,12700
36,2,1,4,20300
28,2,1,8,18300
43,2,1,22,32800
32,3,1,4,18400
25,1,1,2,13700
25,2,1,3,14300
36,2,1,8,22300
26,1,1,5,15700
29,1,1,4,16700
66,1,0,0,33100
27,2,1,10,18800
27,1,1,0,13700
23,1,1,3,13200
27,1,1,4,15700
29,1,1,9,19200
24,1,1,2,13200
32,1,1,5,18700
25,1,1,4,14700
54,1,1,35,44700
23,1,1,2,12700
25,1,1,6,15700
26,1,1,7,16700
39,1,1,11,25200
28,2,1,6,17300
24,1,1,2,13200
30,1,1,8,19200
40,1,1,11,25700
28,1,1,3,15700
26,1,1,1,13700
26,2,1,4,15300
49,2,1,25,37300
41,3,1,15,28400
29,1,1,12,20700
40,1,1,10,25200
20,1,1,0,10200
40,1,1,14,27200
24,1,1,1,12700
37,1,1,8,22700
36,2,1,9,22800
68,1,0,0,34100
40,1,1,20,30200
26,2,1,0,13300
25,1,1,4,14700
31,1,1,11,21200
22,1,1,3,12700
24,2,1,2,13300
26,1,1,4,15200
33,1,1,6,19700
28,1,1,6,17200
26,1,1,1,13700
24,1,0,0,12100
27,1,1,6,16700
31,2,1,5,18300
31,2,1,4,17800
37,1,1,18,27700
29,2,1,5,17300
26,1,1,6,16200
28,1,1,4,16200
35,1,1,11,23200
28,1,1,6,17200
25,2,1,3,14300
43,2,1,0,21800
25,2,1,0,12800
35,2,1,3,19300
24,1,1,2,13200
26,1,1,5,15700
26,2,1,3,14800
34,1,1,13,23700
24,1,1,4,14200
35,2,1,9,22300
48,1,1,15,31700
31,2,1,5,18300
34,1,1,15,24700
30,2,1,6,18300
30,1,1,13,21700
34,1,1,1,17700
44,2,1,14,29300
41,2,1,17,29300
26,1,1,10,18200
30,1,1,9,19700
25,2,1,2,13800
30,2,1,5,17800
28,2,1,6,17300
38,1,1,2,20200
36,3,1,8,22400
40,2,1,16,28300
29,1,1,6,17700
34,2,1,12,23300
30,1,1,5,17700
40,2,1,20,30300
27,1,1,9,18200
21,1,0.5,0,10650
33,2,1,10,21800
59,2,1,32,45800
42,1,1,20,31200
51,1,1,30,40700
26,1,1,4,15200
30,1,1,9,19700
49,1,1,25,37200
32,2,1,8,20300
32,1,1,8,20200
22,1,1,1,11700
27,1,1,5,16200
30,1,1,13,21700
29,2,1,4,16800
26,1,1,4,15200
45,1,1,21,33200
22,1,0.5,0,11150
30,2,1,0,15300
31,1,1,10,20700
27,1,1,6,16700
24,1,1,2,13200
42,1,1,21,31700
26,3,1,4,15400
28,1,1,4,16200
22,1,1,3,12700
50,1,1,25,37700
29,2,1,6,17800
26,1,1,2,14200
31,1,1,13,22200
27,2,1,7,17300
33,1,1,9,21200
34,1,1,12,23200
22,1,0.5,0,11150
23,1,1,0,11700
27,1,1,5,16200
35,1,1,2,18700
24,1,1,2,13200
35,2,1,7,21300
44,1,1,6,25200
29,2,1,7,18300
41,2,0,0,20700
23,1,0,0,11600
40,1,1,23,31700
42,3,1,21,31900
24,2,1,3,13800
35,1,1,12,23700
36,1,1,11,23700
24,2,1,3,13800
46,1,1,24,35200
23,1,1,1,12200
30,2,1,5,17800
27,1,1,7,17200
37,3,1,6,21900
24,1,1,2,13200
30,2,1,3,16800
28,1,1,6,17200
39,2,1,20,29800
27,1,1,8,17700
24,1,0,0,12100
25,2,1,3,14300
33,3,1,3,18400
24,1,1,3,13700
32,2,1,11,21800
40,3,1,20,30400
24,1,1,1,12700
26,1,1,1,13700
23,1,1,0,11700
26,1,1,4,15200
30,2,1,3,16800
25,2,1,3,14300
32,1,1,5,18700
23,1,1,1,12200
33,3,1,4,18900
29,2,1,4,16800
30,2,1,1,15800
26,1,0.5,0,13150
25,2,1,0,12800
27,2,1,4,15800
26,1,1,3,14700
21,1,0.5,0,10650
36,1,1,13,24700
22,1,1,4,13200
28,1,0,0,14100
30,2,1,5,17800
24,1,1,1,12700
42,1,1,20,31200
35,1,1,4,19700
29,1,1,8,18700
40,2,1,15,27800
24,1,1,6,15200
28,2,1,5,16800
31,1,1,7,19200
25,1,1,0,12700
31,1,1,7,19200
35,2,1,5,20300
26,1,1,6,16200
38,1,1,15,26700
22,1,1,2,12200
25,1,1,4,14700
30,1,1,17,23700
26,1,1,1,13700
29,1,1,3,16200
38,1,1,15,26700
25,1,1,2,13700
28,1,1,7,17700
46,2,1,23,34800
27,2,1,0,13800
29,1,1,8,18700
28,1,1,2,15200
33,1,0,0,16600
37,2,1,14,25800
32,1,1,3,17700
24,1,1,2,13200
30,1,1,6,18200
23,1,0.5,0,11650
30,1,1,5,17700
26,1,1,5,15700
22,2,0.5,0,11250
27,1,1,2,14700
45,3,1,22,33900
51,1,1,30,40700
31,1,1,11,21200
33,1,1,10,21700
30,1,1,6,18200
28,1,1,5,16700
43,2,1,14,28800
22,2,1,0,11300
33,1,1,12,22700
39,2,1,1,20300
21,1,0.5,0,10650
35,2,1,12,23800
26,1,1,5,15700
49,2,1,25,37300
30,1,1,2,16200
38,1,1,13,25700
41,1,1,19,30200
25,2,1,2,13800
46,2,1,25,35800
35,1,1,10,22700
29,1,1,8,18700
44,3,1,22,33400
27,1,1,5,16200
31,1,1,11,21200
39,2,1,5,22300
26,1,1,7,16700
31,1,1,10,20700
22,1,1,3,12700
62,2,1,20,41300
32,2,1,5,18800
27,2,1,2,14800
47,1,1,13,30200
30,1,1,7,18700
53,3,1,26,39900
26,1,1,0,13200
31,1,1,9,20200
24,1,1,3,13700
30,1,1,5,17700
31,1,1,18,24700
27,1,1,4,15700
24,1,1,1,12700
33,1,1,10,21700
20,1,0.5,0,10150
25,2,1,2,13800
40,2,1,17,28800
48,1,1,25,36700
63,1,1,2,32700
35,2,1,8,21800
65,1,1,40,52700
29,1,1,6,17700
42,1,1,15,28700
25,1,1,5,15200
22,1,1,2,12200
28,2,1,4,16300
27,1,1,7,17200
25,1,1,3,14200
34,1,1,5,19700
33,1,1,12,22700
40,1,1,18,29200
25,1,1,2,13700
52,3,1,15,33900
24,1,1,2,13200
25,1,1,2,13700
30,1,1,1,15700
38,1,1,14,26200
41,2,1,12,26800
30,2,1,9,19800
26,1,1,8,17200
31,1,1,9,20200
25,1,1,2,13700
30,1,1,5,17700
24,2,1,1,12800
24,2,1,2,13300
29,2,1,6,17800
29,1,1,3,16200
27,1,1,4,15700
38,1,1,12,25200
29,2,1,2,15800
29,1,1,4,16700
45,2,1,23,34300
27,1,1,4,15700
25,1,1,2,13700
25,1,1,4,14700
32,1,1,5,18700
30,1,1,8,19200
26,2,1,2,14300
29,1,1,10,19700
36,3,1,10,23400
30,1,1,4,17200
40,1,1,1,20700
29,1,1,8,18700
24,1,1,2,13200
50,1,1,30,40200
34,1,1,1,17700
27,1,1,8,17700
25,1,1,3,14200
50,1,1,31,40700
27,1,1,3,15200
42,1,1,18,30200
22,1,1,0,11200
28,1,1,4,16200
33,1,1,12,22700
24,1,1,2,13200
30,2,1,4,17300
42,1,1,25,33700
56,1,1,30,43200
30,3,1,5,17900
23,1,1,2,12700
31,2,1,4,17800
30,1,1,4,17200
34,2,1,11,22800
30,1,1,5,17700
29,1,1,1,15200
41,2,1,17,29300
29,1,1,6,17700
38,1,1,15,26700
22,1,1,4,13200
46,1,1,22,34200
32,2,1,11,21800
30,1,1,6,18200
30,2,1,5,17800
40,1,1,15,27700
33,3,1,10,21900
54,1,1,30,42200
39,2,1,5,22300
32,2,1,10,21300
35,2,1,10,22800
50,1,1,15,32700
33,2,1,15,24300
34,2,1,12,23300
32,1,1,10,21200
41,2,1,17,29300
33,1,1,12,22700
26,2,1,1,13800
29,3,1,2,15900
19,1,0.5,0,9650
36,1,1,13,24700
28,1,1,6,17200
35,1,1,11,23200
65,1,1,37,51200
35,2,1,12,23800
32,2,1,9,20800
31,1,1,5,18200
22,1,0.5,0,11150
20,1,0,0,10100
52,1,1,30,41200
30,2,1,5,17800
43,1,1,21,32200
25,1,0,0,12600
41,2,1,20,30800
33,1,1,8,20700
29,1,1,10,19700
27,1,1,2,14700
36,1,1,12,24200
25,1,1,3,14200
36,3,1,4,20400
45,1,1,22,33700
54,1,1,32,43200
22,1,0,0,11100
31,2,1,9,20300
33,1,1,16,24700
35,3,1,5,20400
40,2,1,1,20800
28,1,1,7,17700
23,1,1,2,12700
27,1,1,4,15700
27,1,1,6,16700
24,1,0,0,12100
24,1,1,2,13200
30,1,1,0,15200
41,1,1,15,28200
47,2,1,20,33800
22,1,1,0,11200
27,2,1,3,15300
34,2,0.5,0,17250
34,2,1,2,18300
34,2,1,5,19800
55,1,1,34,44700
28,1,1,8,18200
39,1,1,16,27700
